reading_score,listening_score,writing_score,speaking_score,age,gap_year,marital_status,visa_type,label
7.1,6.2,5.8,6.7,36,6,divorced,STUDENT,0
7.9,8.7,6.1,6.4,55,2,divorced,STUDENT,1
7.1,6.8,5.7,7.6,42,3,married,STUDENT,0
6.4,6.4,6.2,6.7,19,0,single,DEPENDENT,0
6.6,7.6,6.2,5.5,32,3,married,DEPENDENT,1
7.7,7.6,6.8,6.9,25,2,single,WORK,1
7.1,7.1,7.2,5.4,34,1,married,STUDENT,1
6.8,6.0,8.1,6.8,55,4,married,WORK,0
5.9,6.9,3.2,6.1,57,4,single,STUDENT,0
6.2,7.8,8.5,6.4,58,6,married,STUDENT,0
9.0,6.3,5.8,5.3,59,1,married,DEPENDENT,1
6.2,5.7,6.6,6.0,51,7,single,STUDENT,0
8.3,8.1,3.4,4.3,28,1,single,WORK,0
7.1,5.7,7.8,6.4,31,1,single,DEPENDENT,0
6.9,7.2,6.7,6.1,33,5,single,STUDENT,0
7.7,6.4,6.9,6.6,30,3,single,WORK,1
6.6,5.7,7.3,6.3,51,1,married,WORK,0
6.6,6.2,9.0,7.0,50,1,single,WORK,1
6.2,7.4,4.5,5.3,19,6,single,STUDENT,0
6.9,6.7,6.3,6.0,39,0,married,STUDENT,1
5.1,5.0,5.8,6.7,28,1,single,WORK,0
6.3,6.4,5.7,8.8,22,4,single,WORK,0
7.2,7.1,7.9,6.6,44,0,single,WORK,1
6.6,5.6,5.8,8.1,59,6,married,WORK,0
6.8,6.7,6.5,7.5,42,3,married,STUDENT,0
7.0,7.0,7.5,8.0,24,0,single,DEPENDENT,0
6.6,6.3,6.6,7.3,22,6,single,STUDENT,0
3.8,4.7,6.5,6.8,55,2,single,WORK,0
8.1,6.1,7.4,5.4,27,3,single,STUDENT,0
7.9,5.7,6.1,7.5,32,3,married,DEPENDENT,1
7.8,5.8,6.1,7.0,36,6,single,WORK,0
6.9,6.2,7.1,7.3,43,6,married,WORK,0
6.3,6.6,7.3,7.0,39,5,single,DEPENDENT,0
5.4,4.8,5.2,6.0,30,6,married,WORK,0
6.2,5.7,6.9,6.9,31,6,single,STUDENT,0
7.0,6.3,6.7,5.7,18,5,divorced,STUDENT,0
4.9,4.5,7.8,6.0,32,1,single,DEPENDENT,0
7.5,5.1,5.9,7.1,39,5,single,STUDENT,0
5.6,5.8,7.7,6.4,51,2,married,STUDENT,1
6.0,5.1,8.2,7.3,48,4,single,STUDENT,0
6.4,5.2,7.3,7.0,38,1,single,STUDENT,1
6.4,7.1,5.4,7.3,38,2,married,STUDENT,1
6.4,6.4,5.1,7.3,55,0,single,STUDENT,1
6.3,3.4,5.9,6.3,40,7,married,DEPENDENT,0
7.3,5.9,5.7,6.2,18,3,single,DEPENDENT,0
5.8,6.3,5.9,7.0,46,3,married,STUDENT,0
6.2,6.7,6.1,6.1,53,6,married,WORK,0
7.4,7.5,5.1,6.2,53,1,married,WORK,1
5.3,7.0,7.6,7.6,57,3,single,STUDENT,0
7.5,4.8,6.7,5.9,37,7,single,DEPENDENT,0
7.4,7.3,7.0,7.5,53,5,married,STUDENT,0
7.5,5.3,6.4,6.7,23,7,single,STUDENT,0
6.8,6.3,6.6,6.0,42,1,married,WORK,0
5.7,6.9,4.7,6.3,58,3,married,WORK,0
6.9,7.0,6.9,6.4,26,4,divorced,STUDENT,0
5.1,6.0,7.2,6.4,35,7,single,WORK,0
6.7,7.9,8.2,5.7,36,4,single,DEPENDENT,0
7.3,7.2,7.5,5.8,44,7,married,DEPENDENT,1
7.0,6.7,5.0,7.9,30,1,single,STUDENT,1
6.7,6.7,6.6,6.7,39,6,single,WORK,0
6.0,6.6,5.9,8.0,49,0,married,WORK,1
6.7,6.4,6.6,6.6,51,0,married,STUDENT,1
8.4,7.9,7.3,7.3,27,1,single,WORK,1
6.9,6.3,5.9,6.2,43,6,divorced,WORK,0
7.9,7.6,7.1,5.7,22,6,married,WORK,0
6.0,5.7,6.8,6.6,37,3,married,STUDENT,0
6.4,4.8,8.1,6.4,37,3,single,STUDENT,0
8.0,7.5,6.8,4.3,35,4,divorced,WORK,0
6.0,5.8,6.7,7.1,40,4,married,STUDENT,0
7.8,4.5,6.2,7.1,43,0,single,DEPENDENT,0
6.7,5.8,7.3,4.6,44,6,single,WORK,0
6.4,6.0,6.3,5.8,28,6,married,STUDENT,0
5.0,5.7,4.9,8.0,54,3,married,STUDENT,0
7.5,6.0,6.4,8.0,42,6,single,STUDENT,0
5.5,7.0,7.2,6.8,37,1,single,STUDENT,1
5.9,8.0,5.9,6.4,48,4,married,WORK,0
6.2,6.0,7.0,5.8,24,6,divorced,STUDENT,0
8.2,5.1,6.5,7.1,49,2,single,WORK,1
5.9,5.5,7.0,5.0,21,0,married,WORK,0
6.0,8.1,9.0,7.9,38,0,married,STUDENT,1
6.1,5.8,4.5,6.3,49,1,married,STUDENT,0
5.7,7.1,6.7,7.1,41,1,married,WORK,1
7.2,4.7,6.9,8.0,18,2,single,STUDENT,1
7.3,7.8,6.1,6.5,52,6,single,STUDENT,0
6.5,7.8,5.0,5.8,27,7,married,WORK,0
6.4,5.8,4.9,7.8,53,3,married,STUDENT,0
6.8,6.6,5.1,6.4,50,4,single,STUDENT,0
6.0,8.2,5.4,6.9,59,2,single,DEPENDENT,0
7.4,6.2,5.2,6.7,21,0,single,WORK,0
5.5,6.0,5.8,6.7,48,3,married,WORK,0
5.1,7.1,8.7,7.5,25,5,married,STUDENT,0
7.0,6.7,7.2,5.2,51,1,single,DEPENDENT,0
7.0,6.4,5.5,5.9,43,6,single,STUDENT,0
6.9,6.7,7.4,6.3,28,6,single,WORK,0
5.1,6.2,7.9,6.3,56,0,married,WORK,0
6.7,6.8,7.4,4.5,43,0,single,WORK,0
6.1,5.1,6.6,6.9,50,4,married,STUDENT,0
4.1,5.8,5.9,7.2,33,3,married,WORK,0
7.3,4.4,7.3,6.0,47,1,married,WORK,0
5.4,6.5,5.3,7.6,38,7,single,STUDENT,0
6.7,5.5,5.7,8.8,53,1,single,WORK,1
6.9,7.1,8.3,6.0,29,3,married,WORK,1
8.1,7.0,5.7,7.7,34,5,married,WORK,0
5.3,5.7,4.6,5.7,36,2,single,STUDENT,0
7.4,5.9,7.8,6.0,38,5,married,WORK,0
5.8,7.0,5.1,6.3,56,1,married,STUDENT,1
5.8,7.2,6.8,4.4,33,7,married,DEPENDENT,1
7.1,4.8,6.8,5.6,52,7,married,STUDENT,0
4.5,5.6,7.7,5.2,21,3,single,WORK,0
7.7,7.4,7.1,5.8,20,1,single,STUDENT,1
6.5,7.6,6.0,7.1,57,1,divorced,STUDENT,1
6.1,7.3,5.5,6.5,45,4,married,STUDENT,0
6.2,8.2,4.7,6.3,59,7,single,STUDENT,0
6.9,7.8,6.6,6.6,57,0,single,WORK,1
7.8,6.7,7.2,7.7,31,4,married,STUDENT,0
4.6,7.9,6.7,4.3,33,7,single,STUDENT,0
6.6,5.7,5.3,4.3,49,6,single,WORK,0
5.8,7.7,6.7,5.7,52,4,divorced,WORK,0
7.1,8.0,7.5,7.6,43,5,single,STUDENT,0
5.7,6.9,6.1,7.7,56,4,single,STUDENT,0
7.7,7.4,6.9,6.0,47,0,married,DEPENDENT,1
6.4,6.5,8.3,5.1,26,5,married,WORK,0
6.4,5.6,6.4,6.7,30,5,single,DEPENDENT,0
8.0,6.4,6.3,6.3,55,3,single,STUDENT,0
6.2,5.2,6.0,8.4,26,7,married,WORK,0
4.9,5.1,8.3,6.1,43,1,married,STUDENT,1
7.0,5.7,6.5,6.3,46,1,single,STUDENT,1
7.6,7.4,5.7,7.6,42,0,single,WORK,1
7.1,4.9,5.8,7.6,52,1,single,WORK,0
7.8,7.0,7.2,8.0,58,1,married,DEPENDENT,1
4.8,6.1,8.4,6.1,35,4,single,WORK,0
7.6,7.2,4.7,6.4,21,4,single,STUDENT,0
7.5,7.3,6.1,6.3,36,7,single,WORK,0
6.1,8.0,7.8,5.3,46,5,single,WORK,0
5.3,4.6,6.6,6.2,31,2,single,WORK,0
6.4,6.3,7.8,7.5,37,1,single,WORK,1
5.3,6.9,5.7,5.5,29,3,single,STUDENT,0
6.0,6.4,6.3,7.6,19,7,married,DEPENDENT,1
5.8,5.9,8.5,7.3,58,5,married,WORK,0
6.6,6.9,8.1,6.5,33,6,single,DEPENDENT,0
5.7,5.0,5.5,7.3,57,1,single,WORK,0
6.5,7.3,6.7,6.9,27,6,single,STUDENT,0
4.3,5.3,6.1,5.3,57,3,single,STUDENT,0
5.9,6.0,5.1,6.2,54,5,single,STUDENT,0
6.3,6.1,7.4,7.6,23,3,married,DEPENDENT,1
5.1,6.5,8.0,5.6,58,2,single,STUDENT,1
7.4,5.5,6.5,8.9,43,5,married,STUDENT,0
7.2,7.5,7.5,6.6,33,7,single,STUDENT,0
7.2,7.0,5.2,6.2,32,5,single,STUDENT,0
5.9,6.0,6.1,5.8,19,3,married,DEPENDENT,1
5.7,5.1,8.2,6.4,50,7,single,STUDENT,0
6.3,7.8,6.9,7.9,49,7,married,DEPENDENT,1
7.3,6.1,7.0,6.6,43,5,single,STUDENT,0
7.2,6.1,7.0,7.0,53,7,married,STUDENT,0
6.7,5.8,6.9,8.1,50,1,single,WORK,1
7.5,7.6,5.7,6.9,27,5,divorced,DEPENDENT,0
6.6,4.9,6.0,8.2,43,0,single,STUDENT,1
6.6,7.1,7.5,4.6,46,2,single,STUDENT,1
6.3,6.4,4.7,7.2,22,6,single,STUDENT,0
5.0,7.2,6.2,5.5,44,1,single,WORK,0
5.5,6.6,6.4,6.1,36,6,single,WORK,0
5.7,6.3,6.1,5.1,39,5,married,STUDENT,0
6.1,6.1,5.0,6.0,46,1,married,STUDENT,0
5.2,8.5,6.3,7.5,25,0,single,STUDENT,1
5.5,7.0,5.9,4.3,37,0,single,STUDENT,0
7.9,5.7,4.8,6.2,31,2,single,STUDENT,1
5.6,5.2,7.4,6.7,55,2,single,STUDENT,1
6.6,5.1,4.3,6.5,44,7,single,STUDENT,0
6.1,7.8,6.1,6.4,34,3,single,STUDENT,0
7.0,6.8,7.8,6.7,20,6,single,WORK,0
7.1,6.0,8.5,6.9,28,2,married,STUDENT,1
5.6,7.4,4.0,6.5,32,5,single,DEPENDENT,0
7.0,5.8,6.0,6.2,57,3,married,STUDENT,0
4.6,6.7,6.7,6.2,41,0,married,STUDENT,1
4.4,5.6,5.7,7.5,50,4,single,DEPENDENT,0
5.8,7.5,6.2,5.5,45,4,married,DEPENDENT,1
6.6,6.4,5.0,5.5,34,4,married,STUDENT,0
6.0,5.1,6.6,8.3,58,0,single,STUDENT,1
5.8,5.8,7.5,8.2,29,1,single,WORK,1
7.3,7.4,6.2,5.3,21,6,married,STUDENT,0
6.8,5.9,6.5,5.7,29,6,married,WORK,0
6.9,7.3,6.7,5.4,18,5,married,STUDENT,0
6.2,4.5,8.1,6.6,29,0,single,DEPENDENT,0
6.8,8.0,6.2,6.8,19,3,divorced,STUDENT,0
6.1,5.0,6.0,5.8,44,3,single,DEPENDENT,0
4.3,6.7,6.7,7.2,34,1,single,WORK,0
7.3,7.5,6.0,4.3,19,5,single,STUDENT,0
6.1,8.5,5.1,6.8,59,2,married,DEPENDENT,1
3.7,5.1,7.3,7.3,56,6,married,WORK,0
8.0,6.8,6.2,6.8,54,4,married,WORK,0
6.3,5.2,7.5,5.9,35,5,single,STUDENT,0
5.8,7.5,5.8,6.7,50,7,single,STUDENT,0
6.9,6.0,8.1,6.9,35,7,single,WORK,0
6.4,6.7,6.3,6.7,26,4,married,WORK,0
5.6,5.9,6.4,5.3,30,6,single,DEPENDENT,0
6.9,6.2,5.7,6.4,26,4,divorced,STUDENT,0
7.2,6.7,8.3,5.6,28,4,divorced,STUDENT,0
6.5,7.5,5.4,8.1,25,4,married,WORK,0
6.8,5.9,6.9,4.5,37,5,single,STUDENT,0
5.6,6.9,5.6,5.8,32,4,married,STUDENT,0
5.5,7.1,6.6,4.3,21,1,single,STUDENT,0
6.6,6.4,6.9,6.3,37,7,married,STUDENT,0
6.7,6.9,6.3,8.1,22,6,single,STUDENT,0
5.4,7.5,5.4,6.7,33,1,single,STUDENT,1
6.2,7.1,7.4,5.7,53,7,married,DEPENDENT,1
7.3,5.8,4.2,4.6,40,3,single,STUDENT,0
5.7,7.6,6.6,7.9,32,4,single,WORK,0
5.4,8.4,6.3,6.7,22,4,single,WORK,0
7.5,8.3,6.1,6.4,44,7,married,WORK,0
6.9,6.9,6.3,6.0,41,2,married,WORK,1
7.2,6.4,5.6,5.0,36,1,single,WORK,0
6.0,7.5,5.8,6.9,38,5,single,STUDENT,0
6.0,5.4,5.2,9.0,55,5,single,STUDENT,0
8.2,6.8,6.1,4.4,49,2,single,WORK,0
5.6,6.5,5.9,6.6,21,7,married,STUDENT,0
6.4,6.4,8.1,6.0,38,6,single,STUDENT,0
6.0,8.8,6.6,6.7,36,1,single,STUDENT,1
6.2,6.5,6.8,6.9,19,2,married,STUDENT,1
8.0,6.4,7.0,5.9,30,4,divorced,STUDENT,0
7.1,8.0,6.0,6.2,19,3,single,DEPENDENT,0
6.7,5.3,5.4,7.6,42,7,single,WORK,0
6.7,5.3,7.3,6.1,43,3,single,STUDENT,0
8.0,5.0,6.9,6.4,56,1,married,DEPENDENT,1
6.4,6.7,7.6,6.6,29,2,married,WORK,1
5.9,7.5,6.1,5.9,36,0,single,DEPENDENT,0
7.3,6.1,5.2,6.7,25,2,married,STUDENT,1
6.1,6.9,7.5,7.0,30,2,married,STUDENT,1
5.4,6.2,6.5,5.9,32,2,single,STUDENT,1
6.2,5.3,5.0,7.9,54,0,married,WORK,0
7.4,6.9,6.7,7.8,26,6,married,STUDENT,0
8.5,7.7,5.4,5.9,55,0,married,STUDENT,1
6.2,7.8,6.0,6.8,25,4,single,DEPENDENT,0
6.7,6.1,7.2,6.1,25,3,single,STUDENT,0
8.1,6.0,7.5,7.5,41,3,married,WORK,1
7.1,6.0,5.1,4.6,29,3,single,WORK,0
5.0,4.9,6.7,6.8,33,3,single,STUDENT,0
7.9,5.5,7.2,8.3,55,2,single,WORK,1
6.3,8.3,6.2,7.9,23,3,single,STUDENT,0
6.2,6.5,6.4,5.9,52,4,single,DEPENDENT,0
5.9,6.8,7.7,4.8,39,7,single,WORK,0
6.8,6.6,7.5,6.7,49,0,single,WORK,1
6.5,5.3,6.8,7.3,29,7,married,STUDENT,0
6.9,6.0,6.6,7.5,18,2,single,DEPENDENT,0
5.7,5.0,8.9,5.7,22,2,married,STUDENT,1
6.1,4.7,6.6,7.9,18,0,married,WORK,0
6.9,8.1,6.5,3.5,54,1,single,STUDENT,1
6.6,6.0,7.7,5.3,52,0,married,DEPENDENT,1
5.6,6.5,6.6,6.1,29,0,single,DEPENDENT,0
6.4,5.1,5.6,5.8,56,6,single,STUDENT,0
7.3,8.2,6.9,5.1,29,6,married,STUDENT,0
5.9,8.5,7.7,6.4,25,1,single,WORK,1
5.4,6.6,4.6,5.9,53,5,married,STUDENT,0
5.4,6.6,7.7,7.4,38,1,single,STUDENT,1
5.4,8.0,5.3,6.7,41,1,married,STUDENT,1
6.3,4.9,8.0,5.0,27,4,married,STUDENT,0
7.4,5.3,5.6,6.6,59,7,single,DEPENDENT,0
5.5,6.9,7.0,7.6,51,3,married,WORK,1
6.3,6.9,7.3,5.9,31,2,married,STUDENT,1
5.0,6.8,5.7,7.0,49,2,single,STUDENT,1
6.3,7.8,4.9,6.7,31,1,single,STUDENT,1
6.3,7.0,6.6,7.9,50,4,married,STUDENT,0
6.7,8.2,7.9,6.0,49,4,single,STUDENT,0
6.4,6.8,8.0,6.8,46,5,single,STUDENT,0
5.4,5.2,7.1,5.6,39,1,single,WORK,0
5.2,4.7,5.8,6.7,52,3,single,STUDENT,0
8.0,7.2,7.9,7.4,46,4,married,STUDENT,0
6.5,6.5,7.0,6.9,38,1,married,WORK,1
6.0,5.4,5.4,6.4,44,7,single,STUDENT,0
6.4,8.1,6.5,6.9,18,1,divorced,STUDENT,1
6.2,5.7,5.3,6.0,44,2,divorced,STUDENT,0
5.4,5.6,5.7,4.2,49,6,divorced,DEPENDENT,0
7.0,5.5,5.7,6.8,35,0,married,DEPENDENT,1
4.9,6.8,4.4,7.5,50,0,single,STUDENT,0
7.8,4.6,7.4,5.9,28,5,single,DEPENDENT,0
6.5,5.7,6.1,6.3,45,5,single,WORK,0
4.7,6.6,4.3,7.2,32,0,single,WORK,0
7.6,6.9,8.8,6.0,56,3,divorced,STUDENT,0
6.8,7.2,6.4,6.9,59,3,single,STUDENT,0
6.9,6.6,6.7,5.1,27,6,married,STUDENT,0
6.0,6.7,6.5,5.3,25,6,single,STUDENT,0
4.4,5.4,6.8,6.8,53,2,married,STUDENT,0
5.4,6.7,7.2,6.8,42,2,single,STUDENT,1
6.4,7.1,7.1,7.1,37,6,single,WORK,0
6.3,6.5,7.0,7.0,23,1,single,WORK,1
7.5,6.1,5.0,7.8,34,1,single,WORK,1
5.5,8.2,8.2,6.9,39,1,single,DEPENDENT,0
5.9,5.7,8.3,6.8,34,6,single,DEPENDENT,0
6.7,7.3,6.6,5.8,38,1,single,WORK,1
5.9,6.5,5.6,5.3,22,4,married,STUDENT,0
7.8,9.0,6.3,4.7,50,0,married,WORK,1
5.6,7.6,7.1,6.1,27,1,married,STUDENT,1
7.1,6.3,7.3,5.0,31,0,married,WORK,0
9.0,6.7,6.7,7.5,18,3,married,STUDENT,0
7.6,7.0,5.9,6.0,38,0,married,STUDENT,1
5.5,6.8,7.3,6.8,51,3,single,WORK,1
8.2,5.4,5.5,5.0,45,6,single,DEPENDENT,0
7.9,6.3,7.3,6.3,56,3,single,STUDENT,0
5.9,6.2,6.2,7.6,19,7,married,WORK,0
7.2,5.9,7.3,6.6,40,4,married,STUDENT,0
6.3,8.2,6.8,7.2,27,0,married,WORK,1
6.4,7.0,7.9,7.1,58,4,married,DEPENDENT,1
8.1,7.0,5.8,5.0,28,0,single,STUDENT,1
4.7,5.7,5.4,6.6,21,2,married,STUDENT,0
6.3,8.0,7.6,6.1,46,4,single,WORK,0
5.7,6.9,6.9,5.6,34,6,married,WORK,0
6.2,7.1,6.4,4.9,56,6,single,STUDENT,0
7.3,7.0,7.1,7.2,57,3,single,STUDENT,0
6.7,6.2,7.1,7.0,24,2,married,STUDENT,1
7.5,6.5,5.5,6.7,29,1,single,DEPENDENT,0
6.3,7.0,6.9,5.1,37,6,single,WORK,0
5.3,6.7,7.7,5.2,34,4,married,WORK,0
6.2,6.6,7.4,5.9,59,6,single,STUDENT,0
6.4,6.7,7.9,8.2,18,2,married,WORK,0
5.4,7.0,5.6,4.9,27,6,married,STUDENT,0
7.1,7.4,7.3,6.6,20,6,single,DEPENDENT,0
6.4,5.0,4.5,8.2,55,3,married,WORK,0
6.6,7.4,6.7,6.7,46,2,single,STUDENT,1
4.8,7.1,4.5,6.1,49,1,single,WORK,0
6.0,6.8,6.7,6.3,52,4,single,STUDENT,0
7.6,6.1,4.3,5.7,36,2,single,STUDENT,0
5.5,4.2,5.8,6.2,48,4,married,WORK,0
7.6,8.9,7.6,6.6,26,2,single,WORK,1
7.5,5.8,7.1,6.3,24,6,single,WORK,0
5.5,8.2,6.2,6.4,49,7,single,STUDENT,0
5.6,5.6,5.6,5.5,34,0,single,STUDENT,0
7.1,6.0,6.7,7.2,24,0,divorced,DEPENDENT,0
5.5,6.1,4.6,6.7,47,0,single,WORK,0
5.4,7.2,6.3,6.8,30,3,married,STUDENT,0
6.0,7.2,6.2,6.2,46,5,married,STUDENT,0
6.9,7.9,4.2,7.0,57,7,married,DEPENDENT,1
5.8,6.2,6.9,7.0,58,0,married,DEPENDENT,1
6.9,6.6,6.7,6.8,52,1,single,STUDENT,1
5.0,7.5,4.8,4.9,33,2,married,STUDENT,0
6.9,7.1,5.9,8.4,44,0,single,STUDENT,1
5.7,5.9,8.4,7.3,54,7,single,STUDENT,0
7.8,5.8,9.0,6.3,42,6,single,WORK,0
6.5,5.8,3.7,6.4,27,5,single,WORK,0
7.3,5.9,6.7,7.1,29,0,married,WORK,1
6.5,5.5,5.7,7.7,32,1,married,STUDENT,1
7.4,6.3,6.8,7.0,44,7,married,WORK,0
6.6,6.2,6.4,6.4,44,0,single,WORK,0
5.0,6.6,5.6,6.3,46,3,single,STUDENT,0
6.8,5.4,7.0,6.8,43,5,single,STUDENT,0
6.6,6.8,6.4,4.9,19,1,single,STUDENT,1
6.0,5.1,8.6,5.2,42,3,married,WORK,0
6.5,5.9,7.7,5.8,32,6,single,STUDENT,0
6.7,5.5,6.4,5.8,56,3,single,STUDENT,0
7.2,7.3,5.3,5.7,34,3,married,WORK,0
6.6,4.9,5.8,6.8,45,4,single,STUDENT,0
6.5,8.2,6.6,5.4,47,0,married,DEPENDENT,1
6.1,7.3,5.8,5.5,46,6,single,STUDENT,0
6.8,7.3,6.9,7.0,24,4,single,STUDENT,0
7.9,6.3,7.7,6.8,25,7,divorced,DEPENDENT,0
7.6,8.8,6.2,7.1,44,2,single,STUDENT,1
4.8,6.0,7.9,7.2,22,0,single,DEPENDENT,0
5.1,6.2,7.5,7.1,41,5,married,DEPENDENT,1
6.1,6.4,6.4,5.2,42,3,married,WORK,0
7.4,8.2,5.5,6.9,33,7,married,STUDENT,0
7.1,8.0,7.0,6.2,41,4,married,STUDENT,0
5.8,8.2,6.1,7.3,30,2,married,WORK,1
6.3,4.3,7.6,6.7,29,6,single,STUDENT,0
4.7,5.3,7.6,6.2,47,5,married,STUDENT,0
7.1,8.0,7.7,7.5,46,5,married,WORK,0
6.4,5.7,5.5,7.5,49,7,divorced,STUDENT,0
6.0,6.0,6.7,6.8,51,5,single,STUDENT,0
6.1,5.1,6.4,6.1,36,5,married,DEPENDENT,1
7.0,7.1,7.8,8.2,34,0,married,STUDENT,1
7.7,6.0,5.9,6.8,46,7,single,STUDENT,0
6.6,6.9,6.1,6.0,35,4,married,DEPENDENT,1
6.6,6.5,5.9,8.2,46,4,married,STUDENT,0
6.8,7.1,8.0,6.7,31,4,single,STUDENT,0
4.4,8.5,4.8,6.7,23,7,married,STUDENT,0
8.0,7.0,6.9,6.2,43,6,single,WORK,0
5.4,5.7,8.4,8.0,40,1,single,WORK,1
6.8,6.2,6.8,5.7,49,1,single,DEPENDENT,0
5.1,5.9,7.3,6.3,30,2,married,STUDENT,1
5.7,6.8,7.5,7.3,42,2,married,WORK,1
6.4,5.6,6.5,6.6,51,1,single,DEPENDENT,0
8.7,5.7,5.1,7.5,21,5,married,STUDENT,0
7.6,6.5,7.0,5.4,18,5,single,STUDENT,0
5.9,5.6,7.3,7.6,59,5,single,WORK,0
4.7,7.9,5.6,6.3,57,0,married,STUDENT,1
7.1,5.6,4.0,6.2,57,7,married,STUDENT,0
6.9,5.7,4.6,7.6,39,7,single,DEPENDENT,0
5.5,6.5,6.9,5.9,24,7,single,WORK,0
6.5,7.1,6.2,6.1,53,5,married,STUDENT,0
7.5,8.7,7.0,6.4,22,0,married,WORK,1
6.3,6.1,6.6,5.1,47,0,married,STUDENT,1
6.4,4.9,7.1,8.3,31,7,single,STUDENT,0
6.1,6.1,7.0,6.9,50,5,single,STUDENT,0
6.6,8.0,6.6,8.2,22,5,single,STUDENT,0
6.8,6.6,5.0,7.3,24,0,married,WORK,0
6.1,8.9,6.1,7.1,32,6,single,DEPENDENT,0
5.5,7.1,5.6,4.7,58,7,single,STUDENT,0
5.4,7.3,6.9,6.0,52,0,married,STUDENT,1
6.0,5.5,6.6,7.0,39,7,married,WORK,0
6.2,6.2,7.2,6.8,51,7,single,STUDENT,0
5.8,5.1,6.2,6.4,46,1,single,DEPENDENT,0
7.5,7.3,6.1,6.2,45,1,single,STUDENT,1
6.8,6.3,7.0,8.4,43,7,single,WORK,0
8.2,4.7,8.2,6.8,35,6,single,DEPENDENT,0
6.9,7.3,5.7,6.1,43,2,single,STUDENT,1
5.6,7.9,8.3,4.8,31,5,married,STUDENT,0
6.7,8.0,4.8,6.3,46,7,single,STUDENT,0
7.2,7.1,6.4,6.7,51,4,single,WORK,0
5.5,5.2,5.7,6.1,43,6,married,STUDENT,0
6.2,7.9,4.3,7.0,31,0,married,DEPENDENT,1
7.8,6.4,6.3,6.7,56,0,single,STUDENT,1
5.1,6.3,6.2,6.3,49,7,married,WORK,0
6.5,6.2,4.9,6.6,32,1,married,WORK,0
6.3,7.8,7.1,5.3,36,2,single,STUDENT,1
5.7,7.0,7.2,7.2,18,4,single,STUDENT,0
6.6,7.7,6.9,6.5,32,4,single,WORK,0
6.2,5.9,4.9,6.6,39,0,married,STUDENT,0
4.6,7.3,5.5,6.2,34,0,single,WORK,0
8.5,5.8,6.8,6.2,41,1,divorced,STUDENT,1
6.6,6.9,7.5,6.9,59,4,married,WORK,0
8.3,5.6,6.0,6.5,23,0,married,STUDENT,1
7.4,4.0,6.5,4.5,40,0,married,STUDENT,0
4.9,8.1,5.7,5.7,26,7,married,DEPENDENT,1
7.1,6.2,5.8,6.6,42,6,single,WORK,0
7.4,7.1,7.1,6.7,27,7,single,STUDENT,0
6.8,6.9,6.2,7.1,44,4,single,WORK,0
6.5,7.7,5.1,6.9,19,1,divorced,WORK,0
6.4,8.0,5.6,6.0,55,6,single,DEPENDENT,0
7.4,7.3,5.2,5.0,29,6,married,WORK,0
7.0,7.9,5.3,5.7,37,3,single,STUDENT,0
7.9,8.9,6.9,7.3,40,0,married,DEPENDENT,1
6.4,6.1,6.7,5.3,34,5,single,STUDENT,0
6.2,5.1,6.9,7.4,35,1,single,STUDENT,1
5.3,4.0,5.6,7.6,28,2,single,DEPENDENT,0
7.4,6.6,7.6,6.2,29,4,married,STUDENT,0
5.5,5.7,7.3,4.4,44,7,single,WORK,0
6.4,5.5,8.7,5.1,56,6,married,STUDENT,0
8.4,6.8,6.2,6.5,28,4,single,STUDENT,0
6.1,7.0,4.7,6.1,50,0,married,DEPENDENT,1
7.9,6.2,5.7,8.0,48,3,single,WORK,1
6.0,6.7,8.1,5.8,48,6,single,DEPENDENT,0
6.4,6.7,7.4,7.3,21,3,married,WORK,1
7.6,6.9,4.2,4.1,45,3,single,WORK,0
6.1,6.3,6.1,6.9,31,4,single,WORK,0
5.1,6.7,6.5,5.6,38,6,married,WORK,0
6.3,7.8,6.3,7.6,50,5,single,WORK,0
5.6,6.7,7.0,6.4,38,2,married,STUDENT,1
7.2,7.2,8.2,6.8,42,2,divorced,WORK,1
7.7,5.3,6.8,6.1,39,0,married,DEPENDENT,1
6.5,5.6,6.3,4.8,23,0,single,DEPENDENT,0
8.4,7.7,7.3,4.5,48,1,single,WORK,1
7.7,7.7,7.1,5.4,51,0,married,WORK,1
6.8,6.1,6.8,5.8,53,2,single,STUDENT,1
6.2,7.5,7.6,6.3,55,7,single,STUDENT,0
6.8,7.6,7.7,7.4,50,5,married,STUDENT,0
5.4,5.9,6.9,6.2,52,3,married,DEPENDENT,1
7.6,5.6,7.2,5.1,54,7,single,STUDENT,0
7.0,6.2,5.6,6.6,39,1,married,DEPENDENT,1
7.9,7.4,6.7,7.6,43,6,single,WORK,0
7.0,7.0,6.9,7.1,24,6,married,STUDENT,0
6.4,8.3,5.4,6.5,55,6,single,WORK,0
7.6,6.3,6.9,7.9,26,2,married,WORK,1
7.0,5.6,7.4,8.2,45,2,married,WORK,1
7.9,5.8,7.1,6.3,52,0,married,STUDENT,1
6.2,7.8,6.9,4.4,59,0,married,WORK,0
7.3,6.2,7.1,7.3,29,0,married,STUDENT,1
7.0,5.9,7.5,5.0,28,0,single,WORK,0
6.0,6.3,7.0,5.3,24,5,married,WORK,0
5.2,7.7,7.3,8.7,43,1,married,STUDENT,1
6.8,7.1,6.6,5.8,59,1,married,WORK,1
5.7,7.1,4.6,4.7,28,7,married,WORK,0
6.3,5.9,7.5,7.7,50,1,married,STUDENT,1
